Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PEG3	"KIAA0287, ZKSCAN22, ZNF904, ZSCAN24"	ENSG00000198300	"Paternally expressed 3"	Q9GZU2	19	56810077-56840728	"Predicted intracellular proteins, Transcription factors"	Apoptosis			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"ovary: 201.7;placenta: 130.5"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 347.2;Granulosa cells: 182.7;Horizontal cells: 103.2;Ovarian stromal cells: 237.1;Syncytiotrophoblasts: 475.5"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Testicular Germ Cell Tumor (TCGA): 13.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"prostate cancer: 62.9;Rhabdoid: 163.0"	"Pituitary gland - Gonadotropes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026070	Approved		Approved	Nucleoplasm			NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 24: Cytotrophoblasts - Mitochondria"	4	Nucleoplasm		"HPA026070: AB_10603328"		"unprognostic (8.92e-3)"	"unprognostic (2.04e-1)"				"unprognostic (1.07e-1)"	"unprognostic (1.86e-2)"		"unprognostic (2.32e-2)"				"unprognostic (2.43e-2)"	"unprognostic (4.87e-2)"		"unprognostic (1.34e-1)"			"unprognostic (3.08e-1)"	"unprognostic (2.93e-1)"	"unprognostic (1.66e-2)"	"unprognostic (3.74e-2)"			"unprognostic (7.57e-3)"			"unprognostic (1.98e-1)"	"unprognostic (5.27e-4)"	
PGR	"NR3C3, PR"	ENSG00000082175	"Progesterone receptor"	P06401	11	101029624-101129813	"Cancer-related genes, FDA approved drug targets, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors, Transporters"	"Transcription, Transcription regulation"	"DNA-binding, Receptor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"cervix: 61.6;endometrium 1: 100.2;fallopian tube: 33.2;smooth muscle: 75.6"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 54.3;Early spermatids: 76.2;Endometrial stromal cells: 163.3;Glandular and luminal cells: 74.1;Late spermatids: 41.4;Secretory cells: 99.2"	"Group enriched"	"Detected in many"	6	"endothelial cell: 121.0;ependymal cell: 32.7;fibroblast: 83.6;pericyte: 55.4;vascular associated smooth muscle cell: 37.6"	"Group enriched"	"Detected in some"	6	"Breast Invasive Carcinoma (TCGA): 17.0;Uterine Corpus Endometrial Carcinoma (TCGA): 11.8"	"Region enriched"	"Detected in all"	5	"hypothalamus: 19.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	27	"breast cancer: 7.2"	"Liver - Hepatic stellate cells, Lung - Fibroblast_1, Pituitary gland - Gonadotropes, Spleen - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"CAB000068, HPA004751, HPA008428, HPA017176, CAB055100"	Enhanced						NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 9: Endometrial stromal cells - Transcription"	30			"CAB000068: AB_442124, CAB055100: AB_2532076, HPA004751: AB_1079681, HPA008428: AB_1079680, HPA017176: AB_1855728"		"unprognostic (8.17e-2)"	"unprognostic (3.45e-1)"	"unprognostic (6.88e-2)"						"unprognostic (2.06e-1)"										"unprognostic (1.10e-1)"	"unprognostic (3.25e-2)"										"unprognostic (8.56e-3)"
PHF5A	"bK223H9.2, INI, MGC1346, Rds3, SAP14b, SF3b14b, SF3B7"	ENSG00000100410	"PHD finger protein 5A"	Q7RTV0	22	41459717-41468692	"Predicted intracellular proteins, Transcription factors"	"mRNA processing, mRNA splicing, Transcription, Transcription regulation"	"Activator, DNA-binding, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028885	Supported		Enhanced	Nucleoplasm			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 39: Non-specific - Basic cellular processes"	61	Nucleoplasm		"HPA028885: AB_10602079"	"unprognostic (4.51e-3)"	"unprognostic (2.29e-1)"	"unprognostic (2.00e-2)"	"unprognostic (2.64e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.58e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.90e-1)"	"unprognostic (6.78e-3)"	"unprognostic (8.64e-2)"	"unprognostic (1.89e-5)"	"unprognostic (1.17e-1)"	"unprognostic (3.36e-1)"	"unprognostic (7.46e-9)"	"unprognostic (2.34e-4)"	"unprognostic (3.09e-4)"	"unprognostic (8.27e-2)"	"unprognostic (5.09e-3)"	"unprognostic (3.52e-3)"	"unprognostic (2.99e-1)"	"unprognostic (9.98e-2)"	"unprognostic (3.23e-3)"	"unprognostic (2.02e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.93e-2)"	"unprognostic (4.17e-1)"	"unprognostic (9.93e-2)"	"unprognostic (3.49e-2)"	"unprognostic (1.70e-1)"	"unprognostic (6.59e-2)"	"unprognostic (3.62e-1)"
PHOX2A	"ARIX, CFEOM2, FEOM2, PMX2A"	ENSG00000165462	"Paired like homeobox 2A"	O14813	11	72239077-72245664	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"adrenal gland: 19.3"	"Cell type enriched"	"Detected in single"	4	"Spermatogonia: 3.4"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Ovary Serous Cystadenocarcinoma (TCGA): 10.9"	"Region enriched"	"Detected in some"	9	"pons: 38.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	755	"Neuroblastoma: 337.6"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Testis - Spermatogonia"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA053810, HPA065621, HPA078004"	Enhanced		Supported	Nucleoplasm			No	NA				"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 10: Muller glia cells - Visual perception"	3	Nucleoplasm		"HPA053810: , HPA065621: AB_2685522, HPA078004: AB_2732367"																				"unprognostic (1.21e-1)"	"unprognostic (8.77e-3)"								"unprognostic (1.87e-1)"		
PHOX2B	"NBPhox, PMX2B"	ENSG00000109132	"Paired like homeobox 2B"	Q99453	4	41744082-41748725	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	12	"adrenal gland: 8.4;intestine: 2.3"	"Not detected"	"Not detected"			"Cell type enriched"	"Detected in single"	8	"splatter: 1.6"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	41	"medulla oblongata: 21.8;pons: 32.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	93	"Neuroblastoma: 170.8"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells"	"Region enriched"	"Detected in single"	17	"pons and medulla: 5.6"	"Group enriched"	"Detected in some"	27	"medulla oblongata: 2.2;pons: 3.1"	"HPA074325, HPA074941"	Enhanced		Enhanced	Nucleoplasm			NA	NA				"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 10: Muller glia cells - Visual perception"		Nucleoplasm		"HPA074325: AB_2686678, HPA074941: AB_2732272"																															
PHTF1	PHTF	ENSG00000116793	"Putative homeodomain transcription factor 1"	Q9UMS5	1	113696831-113759489	"Plasma proteins, Predicted membrane proteins, Transcription factors"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 226.1;Excitatory neurons: 90.2;Inhibitory neurons: 98.4;Late spermatids: 125.7;Spermatocytes: 121.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059486			Approved	"Nucleoli,Nuclear bodies"			No	No			"Cluster 45: Eosinophils - Unknown function"	"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 37: Non-specific - mRNA processing"	"Cluster 31: Spermatocytes - Spermatogenesis"		"Nuclear bodies"	Nucleoli	"HPA059486: "	"unprognostic (2.05e-1)"	"unprognostic (2.47e-1)"	"unprognostic (2.37e-1)"	"unprognostic (3.09e-1)"	"unprognostic (5.71e-2)"	"unprognostic (5.08e-1)"	"unprognostic (2.03e-1)"	"unprognostic (3.62e-1)"	"unprognostic (1.92e-1)"	"unprognostic (4.89e-2)"	"unprognostic (7.21e-3)"	"unprognostic (2.61e-1)"	"unprognostic (1.98e-1)"	"unprognostic (2.73e-2)"	"unprognostic (5.79e-2)"	"unprognostic (6.78e-2)"	"unprognostic (5.99e-2)"	"unprognostic (6.15e-2)"	"unprognostic (1.73e-1)"	"unprognostic (1.83e-2)"	"unprognostic (1.46e-2)"	"unprognostic (1.60e-1)"	"unprognostic (2.84e-1)"	"unprognostic (3.53e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.18e-1)"	"unprognostic (1.72e-2)"	"unprognostic (1.76e-1)"	"unprognostic (3.24e-1)"	"unprognostic (1.14e-1)"	"unprognostic (4.60e-2)"
PHTF2	DKFZp434D166	ENSG00000006576	"Putative homeodomain transcription factor 2"	Q8N3S3	7	77798773-77957503	"Predicted membrane proteins, Transcription factors"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 107.2;tongue: 52.1"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 105.4;Inhibitory neurons: 90.7;monocytes: 112.7;Oligodendrocytes: 134.4"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Testicular Germ Cell Tumor (TCGA): 34.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"non-classical monocyte: 25.7"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen), Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012312	Uncertain		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 53: Neurons - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"		Nucleoplasm	Cytosol	"HPA012312: AB_2668649"	"unprognostic (2.03e-1)"	"unprognostic (1.92e-1)"	"unprognostic (8.17e-3)"	"unprognostic (2.28e-1)"	"unprognostic (8.80e-2)"	"unprognostic (5.56e-3)"	"unprognostic (7.24e-2)"	"unprognostic (2.08e-1)"	"unprognostic (4.02e-2)"	"unprognostic (3.14e-3)"	"unprognostic (6.19e-2)"	"unprognostic (8.00e-2)"	"unprognostic (3.72e-4)"	"unprognostic (5.02e-3)"	"unprognostic (1.05e-2)"	"unprognostic (8.68e-2)"	"unprognostic (3.13e-3)"	"unprognostic (1.05e-1)"	"unprognostic (1.52e-1)"	"unprognostic (1.34e-1)"	"unprognostic (4.33e-8)"	"unprognostic (3.33e-2)"	"unprognostic (4.55e-2)"	"unprognostic (5.37e-2)"	"unprognostic (2.42e-1)"	"unprognostic (4.68e-3)"	"unprognostic (8.85e-2)"	"unprognostic (3.00e-2)"	"unprognostic (3.15e-1)"	"unprognostic (1.64e-3)"	"unprognostic (8.60e-2)"
PITX1	"BFT, POTX, PTX1"	ENSG00000069011	"Paired like homeodomain 1"	P78337	5	135027734-135034813	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 691.6;vagina: 193.0"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 401.3;Basal squamous epithelial cells: 509.9;Salivary duct cells: 209.7;Serous glandular cells: 296.7;Squamous epithelial cells: 1175.0;Suprabasal keratinocytes: 1121.3"	"Cell type enriched"	"Detected in single"	43	"choroid plexus epithelial cell: 8.2"	"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 130.7"	"Region enriched"	"Detected in all"	4	"choroid plexus: 9.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 136.9"	"Lung - Respiratory ciliated cells, Minor Salivary Gland - Minor salivary gland basal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA008743	Approved		Supported	Nucleoli			Yes	No				"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	69	Nucleoli		"HPA008743: AB_1855413"	"unprognostic (5.26e-2)"	"unprognostic (9.22e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.66e-1)"	"unprognostic (6.20e-2)"	"unprognostic (7.30e-2)"	"unprognostic (4.65e-2)"		"unprognostic (8.49e-3)"	"unprognostic (3.70e-3)"		"unprognostic (2.13e-3)"	"unprognostic (5.19e-3)"	"unprognostic (6.14e-3)"	"unprognostic (3.25e-2)"	"unprognostic (2.19e-3)"		"unprognostic (2.52e-2)"	"unprognostic (7.30e-2)"	"unprognostic (7.73e-2)"	"unprognostic (9.66e-2)"	"unprognostic (6.81e-3)"	"unprognostic (7.53e-2)"	"unprognostic (1.90e-1)"	"unprognostic (3.13e-2)"	"unprognostic (1.97e-2)"	"unprognostic (7.00e-2)"	"unprognostic (7.41e-2)"	"unprognostic (2.78e-2)"		"unprognostic (3.60e-2)"
PITX2	"ARP1, Brx1, IGDS, IHG2, IRID2, Otlx2, RGS, RIEG, RIEG1, RS"	ENSG00000164093	"Paired like homeodomain 2"	Q99697	4	110617423-110642123	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"		"Developmental protein, DNA-binding"	"Disease variant, Peters anomaly"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"placenta: 40.6;skeletal muscle: 41.6;tongue: 27.0;urinary bladder: 28.5"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 28.8;Cardiomyocytes: 18.5;Paneth cells: 27.1;Proximal enterocytes: 39.6;Skeletal myocytes: 70.3;Smooth muscle cells: 38.2;Suprabasal keratinocytes: 36.9"	"Cell type enriched"	"Detected in some"	28	"mammillary body: 75.2"	"Low cancer specificity"	"Detected in many"			"Group enriched"	"Detected in some"	4	"hypothalamus: 29.9;thalamus: 10.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"								"Group enriched"	"Detected in some"	23	"hypothalamus: 8.6;midbrain: 2.3"	"HPA050074, HPA062728"			Enhanced	Nucleoplasm			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 50: Connective tissue cells - ECM organization"	4	Nucleoplasm		"HPA050074: AB_2681005, HPA062728: AB_2684851"	"unprognostic (2.28e-2)"		"unprognostic (2.63e-1)"	"unprognostic (2.73e-2)"	"unprognostic (3.27e-1)"	"unprognostic (2.40e-1)"	"unprognostic (9.42e-2)"		"unprognostic (2.51e-3)"							"unprognostic (3.86e-2)"	"unprognostic (5.62e-2)"	"unprognostic (2.09e-1)"	"unprognostic (1.21e-1)"						"unprognostic (2.84e-3)"	"unprognostic (2.59e-2)"	"unprognostic (4.92e-3)"		"unprognostic (2.36e-1)"		"unprognostic (1.47e-1)"
PITX3	ASMD	ENSG00000107859	"Paired like homeodomain 3"	O75364	10	102230186-102241512	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Cataract, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.4;skeletal muscle: 15.9;tongue: 5.7"	"Cell type enriched"	"Detected in some"	4	"Skeletal myocytes: 20.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	15	"midbrain: 12.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	15	"Sarcoma: 13.7"	"Testis - Late spermatids"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in some"		"midbrain: 11.9"								NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 2: Skeletal myocytes - Muscle contraction"	1						"unprognostic (4.12e-1)"																												
PKNOX1	PREP1	ENSG00000160199	"PBX/knotted 1 homeobox 1"	P55347	21	42974510-43033931	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 144.1;Spermatocytes: 89.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004285, HPA057215, HPA065017"	Approved		Approved	Nucleoplasm			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 64: Neuronal - Transcription"	"Cluster 25: Non-specific - Transcription"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	26	Nucleoplasm		"CAB004285: AB_2164128, HPA057215: AB_2683372, HPA065017: AB_2685405"	"unprognostic (2.09e-2)"	"unprognostic (2.54e-3)"	"unprognostic (1.49e-2)"	"unprognostic (3.55e-1)"	"unprognostic (6.57e-2)"	"unprognostic (5.73e-2)"	"unprognostic (2.82e-2)"	"unprognostic (5.66e-2)"	"unprognostic (3.68e-1)"	"unprognostic (5.42e-3)"	"unprognostic (1.07e-3)"	"unprognostic (7.70e-2)"	"unprognostic (7.73e-2)"	"unprognostic (8.64e-8)"	"unprognostic (1.30e-1)"	"unprognostic (4.95e-3)"	"unprognostic (2.25e-2)"	"unprognostic (1.29e-2)"	"unprognostic (5.43e-2)"	"unprognostic (5.63e-3)"	"unprognostic (5.81e-2)"	"unprognostic (2.32e-2)"	"unprognostic (2.12e-1)"	"unprognostic (2.83e-1)"	"unprognostic (9.10e-2)"	"unprognostic (3.19e-1)"	"unprognostic (6.43e-2)"	"unprognostic (2.66e-1)"	"unprognostic (2.66e-1)"	"unprognostic (4.16e-2)"	"unprognostic (2.70e-2)"
PKNOX2		ENSG00000165495	"PBX/knotted 1 homeobox 2"	Q96KN3	11	125164687-125433389	"Predicted intracellular proteins, Transcription factors"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"tongue: 34.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 29.7;Early spermatids: 30.7;Excitatory neurons: 128.6;Inhibitory neurons: 131.7;Oligodendrocyte precursor cells: 80.2"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Skin Cuteneous Melanoma (TCGA): 21.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Bone cancer: 5.5;Sarcoma: 10.0;skin cancer: 11.0;testis cancer: 5.6"	"Colon - Enteric glia cells, Kidney - Fibroblasts, Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028867, CAB034342, HPA055368, HPA066962"	Supported		Enhanced	"Nucleoplasm,Cytokinetic bridge"			Yes	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 53: Neurons - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 65: Neurons - Synaptic function"	32	Nucleoplasm	"Cytokinetic bridge"	"CAB034342: AB_2164138, HPA028867: AB_2672802, HPA055368: AB_2682796, HPA066962: AB_2685757"			"unprognostic (1.55e-1)"				"unprognostic (4.92e-2)"	"unprognostic (4.55e-3)"								"unprognostic (4.79e-3)"	"unprognostic (9.12e-2)"		"unprognostic (1.66e-1)"	"unprognostic (8.94e-2)"	"unprognostic (6.85e-2)"	"unprognostic (8.99e-2)"		"unprognostic (2.05e-1)"			"unprognostic (8.86e-2)"		"unprognostic (1.48e-1)"	"unprognostic (8.76e-3)"	"unprognostic (1.94e-1)"
