Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ME1		ENSG00000065833	"Malic enzyme 1"	P48163	6	83210402-83431051	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 68.1;Excitatory neurons: 113.1;Inhibitory neurons: 67.5;Muller glia cells: 81.0;Oligodendrocyte precursor cells: 116.0"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Lung Squamous Cell Carcinoma (TCGA): 34.4"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	7	"MAIT T-cell: 16.0"	"Lineage enriched"	"Detected in many"	10	"T-cells: 16.0"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Pituitary gland - Thyrotropes, Prostate - Smooth muscle cells, Spleen - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA006493	Enhanced		Uncertain	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA		3200000	"Cluster 1: T-cells - Unknown function"	"Cluster 3: Non-specific - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 34: Neurons - Neuronal signaling"	3	"Nucleoplasm, Plasma membrane"	Cytosol	"HPA006493: AB_1078272"	"unprognostic (3.83e-2)"	"unprognostic (5.05e-2)"	"unprognostic (2.38e-1)"	"unprognostic (7.03e-3)"	"unprognostic (2.64e-1)"	"unprognostic (4.22e-2)"	"unprognostic (1.14e-2)"	"unprognostic (6.19e-3)"	"unprognostic (3.40e-3)"	"unprognostic (2.19e-1)"	"unprognostic (1.21e-1)"	"unprognostic (8.55e-3)"	"unprognostic (3.58e-5)"	"unprognostic (1.54e-4)"	"unprognostic (1.95e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.16e-1)"	"unprognostic (4.43e-1)"	"unprognostic (1.98e-1)"	"unprognostic (3.66e-2)"	"unprognostic (7.45e-2)"	"unprognostic (8.20e-3)"	"unprognostic (1.88e-1)"	"unprognostic (1.49e-1)"	"unprognostic (3.21e-1)"	"unprognostic (7.51e-2)"	"unprognostic (8.59e-4)"	"unprognostic (2.06e-2)"	"unprognostic (4.66e-1)"	"unprognostic (3.42e-2)"	"unprognostic (4.94e-3)"
MED12L	"KIAA1635, TNRC11L, TRALP, TRALPUSH"	ENSG00000144893	"Mediator complex subunit 12L"	Q86YW9	3	151085286-151437072	"Disease related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Activator, Repressor"	"Autism spectrum disorder, Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 3.8;testis: 4.0"	"Group enriched"	"Detected in many"	4	"Astrocytes: 363.5;Excitatory neurons: 292.6;Inhibitory neurons: 115.6;Oligodendrocyte precursor cells: 211.8"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 1326.0"	"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 2.0"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"basophil: 1.0;plasmacytoid DC: 1.8"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036807	Uncertain		Approved	Nucleoli			NA	NA			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 5: Brain & Testis - Signal transduction"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	40	Nucleoli		"HPA036807: AB_10670242"			"unprognostic (1.15e-1)"				"unprognostic (5.99e-3)"	"unprognostic (6.98e-2)"											"unprognostic (1.68e-4)"										"unprognostic (3.03e-1)"		
MED27	"CRSP34, CRSP8, MED3, TRAP37"	ENSG00000160563	"Mediator complex subunit 27"	Q6P2C8	9	131852928-132079867	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation"	Activator	"Cataract, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 84.8;Oligodendrocytes: 121.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007002	Approved		Supported	Nucleoplasm,Nucleoli,Cytosol			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 74: Spermatids - Flagellum assembly"	"Cluster 51: Neurons - Mixed function"	"Cluster 43: Non-specific - Basic cellular processes"	"Cluster 34: Neurons - Neuronal signaling"	129	"Nucleoplasm, Nucleoli"	Cytosol	"HPA007002: AB_1078574"	"unprognostic (5.97e-4)"	"unprognostic (5.41e-3)"	"unprognostic (5.45e-4)"	"unprognostic (1.02e-6)"	"unprognostic (8.35e-2)"	"unprognostic (1.14e-4)"	"unprognostic (1.90e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.38e-2)"	"unprognostic (1.46e-2)"	"unprognostic (5.49e-4)"	"unprognostic (1.19e-1)"	"unprognostic (3.92e-1)"	"unprognostic (5.57e-3)"	"unprognostic (2.41e-2)"	"unprognostic (1.25e-1)"	"unprognostic (8.71e-2)"	"unprognostic (2.28e-1)"	"unprognostic (8.79e-2)"	"unprognostic (5.02e-2)"	"unprognostic (1.75e-1)"	"unprognostic (3.72e-2)"	"unprognostic (1.43e-1)"	"unprognostic (1.30e-1)"	"unprognostic (2.02e-1)"	"unprognostic (6.85e-2)"	"unprognostic (6.62e-2)"	"unprognostic (3.66e-1)"	"unprognostic (2.53e-2)"	"unprognostic (8.75e-2)"	"unprognostic (2.13e-1)"
MEIS3	"DKFZp547H236, MRG2"	ENSG00000105419	"Meis homeobox 3"	Q99687	19	47403124-47419527	"Predicted intracellular proteins, Transcription factors"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 112.6;endometrium 1: 74.7"	"Cell type enhanced"	"Detected in many"		"Endometrial stromal cells: 22.0;Excitatory neurons: 37.8;Horizontal cells: 40.3;Late spermatids: 58.6"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 48.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 71.0"	"Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046699	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 51: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"		Nucleoplasm		"HPA046699: AB_2616456"	"unprognostic (1.81e-3)"	"unprognostic (8.80e-3)"	"unprognostic (1.11e-1)"	"unprognostic (8.39e-2)"	"unprognostic (7.65e-3)"	"unprognostic (1.14e-1)"	"unprognostic (7.20e-2)"	"unprognostic (4.30e-2)"	"unprognostic (3.44e-2)"	"unprognostic (1.46e-1)"	"unprognostic (3.21e-2)"	"unprognostic (3.78e-2)"	"unprognostic (2.78e-1)"	"unprognostic (6.35e-2)"		"unprognostic (4.16e-3)"	"unprognostic (4.91e-2)"	"unprognostic (7.57e-2)"	"unprognostic (3.10e-1)"	"unprognostic (6.44e-4)"	"unprognostic (2.10e-2)"	"unprognostic (1.81e-2)"	"unprognostic (2.50e-1)"	"unprognostic (3.06e-1)"	"unprognostic (1.45e-1)"	"unprognostic (3.43e-2)"	"unprognostic (7.12e-2)"	"unprognostic (2.62e-3)"	"unprognostic (1.31e-1)"	"unprognostic (5.31e-3)"	"unprognostic (2.57e-1)"
MINDY3	"C10orf97, CARP, DERP5, FAM188A, FLJ13397, my042"	ENSG00000148481	"MINDY lysine 48 deubiquitinase 3"	Q9H8M7	10	15778170-15860507	"Enzymes, Predicted intracellular proteins"	"Apoptosis, Ubl conjugation pathway"	"Hydrolase, Protease, Thiol protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 82.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038400, HPA038406"	Uncertain		Supported	"Nucleoplasm,Nuclear membrane"			NA	NA		6700	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 34: Neurons - Neuronal signaling"	9	"Nucleoplasm, Nuclear membrane"		"HPA038400: AB_10669724, HPA038406: AB_2676001"	"unprognostic (9.23e-2)"	"unprognostic (6.33e-2)"		"unprognostic (1.95e-1)"	"unprognostic (1.75e-1)"	"unprognostic (2.55e-2)"	"unprognostic (2.42e-2)"	"unprognostic (4.27e-8)"	"unprognostic (1.76e-1)"	"unprognostic (3.01e-2)"	"unprognostic (9.32e-7)"	"unprognostic (2.22e-2)"	"unprognostic (1.23e-1)"	"unprognostic (6.53e-2)"		"unprognostic (3.34e-1)"	"unprognostic (5.62e-2)"	"unprognostic (6.30e-2)"	"unprognostic (1.93e-1)"	"unprognostic (1.79e-1)"	"unprognostic (1.13e-2)"	"unprognostic (1.44e-2)"	"unprognostic (1.43e-1)"	"unprognostic (9.56e-2)"	"unprognostic (2.28e-2)"	"unprognostic (6.14e-2)"	"unprognostic (3.91e-1)"	"unprognostic (2.36e-1)"	"unprognostic (3.32e-1)"	"unprognostic (2.80e-1)"	"unprognostic (2.46e-2)"
MKX	"C10orf48, IRXL1, MGC39616"	ENSG00000150051	"Mohawk homeobox"	Q8IYA7	10	27672874-27746060	"Predicted intracellular proteins, Transcription factors"		"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"ovary: 10.9;prostate: 15.2"	"Cell type enhanced"	"Detected in some"		"Ciliated cells: 5.5;Excitatory neurons: 38.0;Granulosa cells: 7.8;Inhibitory neurons: 15.1;Peritubular cells: 6.4"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 105.5;mammillary body: 121.1"	"Cancer enhanced"	"Detected in many"		"Prostate Adenocarcinoma (TCGA): 5.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Spleen - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA006927	Uncertain		Approved	"Nucleoplasm,Nuclear speckles"			NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"		"Nucleoplasm, Nuclear speckles"		"HPA006927: AB_1853981"		"unprognostic (1.87e-1)"	"unprognostic (3.44e-1)"			"unprognostic (2.08e-2)"		"unprognostic (2.25e-2)"								"unprognostic (7.81e-2)"				"unprognostic (9.89e-2)"	"unprognostic (6.89e-2)"			"unprognostic (9.37e-2)"		"unprognostic (2.70e-2)"		"unprognostic (1.81e-1)"		"unprognostic (8.62e-2)"	"unprognostic (9.71e-2)"
MLIP	"C6orf142, CIP, MGC18257"	ENSG00000146147	"Muscular LMNA interacting protein"	Q5VWP3	6	53929982-54266280	"Disease related genes, Predicted intracellular proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	10	"heart muscle: 202.4;liver: 123.9;skeletal muscle: 237.9;tongue: 143.6"	"Group enriched"	"Detected in some"	8	"Cardiomyocytes: 251.8;Excitatory neurons: 235.8;Skeletal myocytes: 112.2"	"Cell type enhanced"	"Detected in many"		"deep-layer corticothalamic and 6b: 459.2;miscellaneous: 429.2;upper-layer intratelencephalic: 657.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 16.9;skin cancer: 10.3"	"Pancreas - Alpha cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029252, HPA046654, HPA077663"	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane"			NA	NA				"Cluster 23: Non-specific - Cellular respiration"	"Cluster 53: Neurons - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 34: Neurons - Neuronal signaling"	1	"Nucleoplasm, Plasma membrane"	Vesicles	"HPA029252: AB_2732446, HPA046654: , HPA077663: "	"unprognostic (3.89e-2)"	"unprognostic (7.09e-3)"		"unprognostic (1.68e-4)"			"unprognostic (2.74e-2)"	"unprognostic (7.19e-4)"	"unprognostic (4.43e-2)"	"unprognostic (1.81e-2)"	"unprognostic (7.14e-5)"	"unprognostic (7.77e-3)"	"unprognostic (4.05e-5)"	"unprognostic (2.13e-2)"	"unprognostic (2.78e-3)"			"unprognostic (2.81e-3)"	"unprognostic (9.61e-2)"	"unprognostic (3.72e-2)"		"unprognostic (7.37e-2)"					"unprognostic (3.87e-2)"			"unprognostic (4.36e-2)"	
MMP17	MT4-MMP	ENSG00000198598	"Matrix metallopeptidase 17"	Q9ULZ9	12	131828393-131851783	"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"brain: 45.3"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 45.4;Inhibitory neurons: 13.6;Melanocytes: 41.2;monocytes: 21.7;Oligodendrocyte precursor cells: 25.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in many"	9	"Skin Cuteneous Melanoma (TCGA): 57.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"skin cancer: 61.3"	"Colon - Enteric glia cells, Heart muscle - Fibroblasts, Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"								"Secreted to extracellular matrix"	Enzyme	NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"					"unprognostic (1.50e-1)"	"unprognostic (1.47e-1)"	"unprognostic (3.73e-2)"	"unprognostic (5.56e-2)"	"unprognostic (3.02e-2)"	"unprognostic (1.11e-1)"	"unprognostic (7.15e-2)"		"unprognostic (2.02e-2)"			"unprognostic (2.87e-1)"			"unprognostic (2.89e-1)"	"unprognostic (9.63e-3)"		"unprognostic (1.54e-1)"		"unprognostic (2.02e-4)"		"unprognostic (4.54e-2)"	"unprognostic (2.07e-3)"			"unprognostic (5.29e-2)"	"unprognostic (3.63e-1)"	"unprognostic (1.12e-2)"	"unprognostic (2.22e-1)"		"unprognostic (2.23e-1)"
MNAT1	"MAT1, RNF66"	ENSG00000020426	"MNAT1 component of CDK activating kinase"	P51948	14	60734742-60969965	"Predicted intracellular proteins"	"Cell cycle, Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 352.9;Inhibitory neurons: 214.3;Oligodendrocyte precursor cells: 184.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000701, HPA001154, CAB004495"	Approved		Enhanced	Nucleoplasm			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 3: Non-specific - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 34: Neurons - Neuronal signaling"	47	Nucleoplasm		"CAB004495: AB_670057, HPA000701: AB_1079400, HPA001154: AB_2666212"	"unprognostic (4.64e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.95e-1)"	"unprognostic (1.43e-2)"	"unprognostic (1.26e-1)"	"unprognostic (1.46e-2)"	"unprognostic (4.86e-2)"	"unprognostic (5.21e-4)"	"unprognostic (1.24e-3)"	"unprognostic (3.58e-1)"	"unprognostic (1.04e-4)"	"unprognostic (1.42e-2)"	"unprognostic (1.76e-1)"	"unprognostic (4.85e-3)"	"unprognostic (6.02e-2)"	"unprognostic (2.07e-3)"	"unprognostic (1.64e-1)"	"unprognostic (3.08e-2)"	"unprognostic (5.91e-2)"	"unprognostic (1.70e-1)"	"unprognostic (1.06e-2)"	"unprognostic (3.95e-2)"	"unprognostic (2.75e-2)"	"unprognostic (6.46e-2)"	"unprognostic (7.55e-2)"	"unprognostic (2.31e-1)"	"unprognostic (3.27e-2)"	"unprognostic (7.83e-2)"	"unprognostic (1.26e-1)"	"unprognostic (7.83e-2)"	"unprognostic (9.13e-3)"
MOSMO	"ATTHOG, BC030336, C16orf52"	ENSG00000185716	"Modulator of smoothened"	Q8NHV5	16	22007638-22087534	"Predicted membrane proteins"	Differentiation			"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 143.0;Inhibitory neurons: 102.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 3: Non-specific - Unknown function"	"Cluster 53: Neurons - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"					"unprognostic (5.38e-3)"	"unprognostic (8.81e-2)"		"unprognostic (6.71e-2)"	"unprognostic (2.89e-2)"	"unprognostic (4.33e-1)"	"unprognostic (4.02e-1)"	"unprognostic (1.39e-1)"	"unprognostic (1.76e-3)"	"unprognostic (1.50e-3)"	"unprognostic (1.02e-5)"	"unprognostic (3.79e-4)"	"unprognostic (1.86e-1)"	"unprognostic (3.21e-1)"		"unprognostic (2.96e-3)"	"unprognostic (8.01e-2)"	"unprognostic (2.38e-1)"	"unprognostic (2.49e-2)"	"unprognostic (1.10e-1)"	"unprognostic (4.48e-3)"	"unprognostic (7.80e-2)"	"unprognostic (7.55e-3)"	"unprognostic (4.61e-2)"	"unprognostic (1.40e-2)"	"unprognostic (1.36e-2)"	"unprognostic (2.14e-1)"	"unprognostic (5.72e-2)"	"unprognostic (3.38e-1)"	"unprognostic (1.15e-2)"	"unprognostic (8.08e-2)"
MRM1	FLJ22578	ENSG00000278619	"Mitochondrial rRNA methyltransferase 1"	Q6IN84	17	36601583-36608964	"Predicted intracellular proteins"	"rRNA processing"	"Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA021598	Supported		Supported	Mitochondria			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	91	Mitochondria		"HPA021598: AB_1854097"	"unprognostic (2.34e-1)"	"unprognostic (3.44e-2)"	"unprognostic (9.73e-3)"	"unprognostic (6.32e-2)"	"unprognostic (5.38e-2)"	"unprognostic (2.65e-1)"	"unprognostic (5.62e-2)"		"unprognostic (8.32e-2)"	"unprognostic (3.70e-2)"	"unprognostic (8.69e-2)"	"unprognostic (1.35e-1)"	"unprognostic (2.90e-1)"	"unprognostic (2.88e-2)"	"unprognostic (2.84e-5)"	"unprognostic (1.40e-1)"	"unprognostic (1.65e-1)"	"unprognostic (2.59e-1)"	"unprognostic (1.84e-2)"	"unprognostic (1.70e-1)"		"unprognostic (3.75e-1)"		"unprognostic (1.74e-2)"	"unprognostic (2.84e-1)"	"unprognostic (2.19e-1)"	"unprognostic (4.41e-2)"	"unprognostic (7.15e-2)"	"unprognostic (1.98e-1)"	"unprognostic (4.14e-2)"	"unprognostic (2.74e-1)"
