From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Tissue specificity	Bgee
DDB1	A0A7P0Z4B9	unreviewed	A0A7P0Z4B9_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	1107		ENSG00000167986;
DDB1	A0A7P0Z4L2	unreviewed	A0A7P0Z4L2_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	217		ENSG00000167986;
DDB1	F5GWI0	unreviewed	F5GWI0_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	370		ENSG00000167986;
DDB1	F5GY55	unreviewed	F5GY55_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	1092		ENSG00000167986;
DDB1	F5GZY8	unreviewed	F5GZY8_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	146		ENSG00000167986;
DDB1	F5H198	unreviewed	F5H198_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	162		ENSG00000167986;
DDB1	F5H2L3	unreviewed	F5H2L3_HUMAN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	165		ENSG00000167986;
DDX54	Q8TDD1	reviewed	DDX54_HUMAN	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	DDX54	881	TISSUE SPECIFICITY: Expressed in the fallopian tube, cervix and uterus. Also expressed in the brain. {ECO:0000269|PubMed:31256877}.	ENSG00000123064;
DDX54	F8VRX4	unreviewed	F8VRX4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX54	208		ENSG00000123064;
DDX54	H0YHH7	unreviewed	H0YHH7_HUMAN	DEAD-box helicase 54	DDX54	160		ENSG00000123064;
DDX54	H0YHZ9	unreviewed	H0YHZ9_HUMAN	DEAD-box helicase 54	DDX54	82		ENSG00000123064;
ELL	P55199	reviewed	ELL_HUMAN	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	621	TISSUE SPECIFICITY: Expressed in all tissues tested. Highest levels found in placenta, skeletal muscle, testis and peripheral blood leukocytes.	ENSG00000105656;
ELL	Q75MS0	unreviewed	Q75MS0_HUMAN	ELL_HUMAN	ELL	45		
ELL	U3KQ90	unreviewed	U3KQ90_HUMAN	Elongation factor for RNA polymerase II	ELL	488		ENSG00000105656;
ELL	U3KQA3	unreviewed	U3KQA3_HUMAN	Elongation factor for RNA polymerase II	ELL	74		ENSG00000105656;
EP300	Q09472	reviewed	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	2414		ENSG00000100393;
EP300	A0A0U1RR87	unreviewed	A0A0U1RR87_HUMAN	histone acetyltransferase (EC 2.3.1.48)	EP300	187		ENSG00000100393;
EP300	A0A669KB12	unreviewed	A0A669KB12_HUMAN	histone acetyltransferase (EC 2.3.1.48)	EP300	2388		ENSG00000100393;
EP300	A0A994J3N7	unreviewed	A0A994J3N7_HUMAN	histone acetyltransferase (EC 2.3.1.48)	EP300	473		
EP300	A0A994J6T4	unreviewed	A0A994J6T4_HUMAN	histone acetyltransferase (EC 2.3.1.48)	EP300	634		
EP300	Q7Z6C1	unreviewed	Q7Z6C1_HUMAN	histone acetyltransferase (EC 2.3.1.48)	EP300	1553		
GTF2F1	P35269	reviewed	T2FA_HUMAN	General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74)	GTF2F1 RAP74	517		ENSG00000125651;
GTF2F1	M0QXD6	unreviewed	M0QXD6_HUMAN	Transcription initiation factor IIF subunit alpha	GTF2F1	433		ENSG00000125651;
GTF2F1	M0R0R9	unreviewed	M0R0R9_HUMAN	Transcription initiation factor IIF subunit alpha	GTF2F1	381		ENSG00000125651;
GTF2F1	M0R0Z3	unreviewed	M0R0Z3_HUMAN	Transcription initiation factor IIF subunit alpha	GTF2F1	127		ENSG00000125651;
GTF2F1	Q6IBK5	unreviewed	Q6IBK5_HUMAN	Transcription initiation factor IIF subunit alpha	GTF2F1	517		
INTS2	Q9H0H0	reviewed	INT2_HUMAN	Integrator complex subunit 2 (Int2)	INTS2 KIAA1287	1204		ENSG00000108506;
INTS2	A0A2R8Y4Z6	unreviewed	A0A2R8Y4Z6_HUMAN	Integrator complex subunit 2	INTS2	332		ENSG00000108506;
INTS2	A0A2R8Y7F8	unreviewed	A0A2R8Y7F8_HUMAN	Integrator complex subunit 2	INTS2	199		ENSG00000108506;
INTS2	J3KMZ7	unreviewed	J3KMZ7_HUMAN	Integrator complex subunit 2	INTS2	1196		ENSG00000108506;
INTS2	J3KRH0	unreviewed	J3KRH0_HUMAN	Integrator complex subunit 2	INTS2	79		ENSG00000108506;
INTS5	Q6P9B9	reviewed	INT5_HUMAN	Integrator complex subunit 5 (Int5)	INTS5 KIAA1698	1019		ENSG00000185085;
INTS7	Q9NVH2	reviewed	INT7_HUMAN	Integrator complex subunit 7 (Int7)	INTS7 C1orf73	962		ENSG00000143493;
INTS7	A0A087WXK3	unreviewed	A0A087WXK3_HUMAN	Integrator complex subunit 7	INTS7	152		ENSG00000143493;
INTS7	A0A087WYC2	unreviewed	A0A087WYC2_HUMAN	Integrator complex subunit 7	INTS7	87		ENSG00000143493;
INTS7	A0A087X0F3	unreviewed	A0A087X0F3_HUMAN	Integrator complex subunit 7	INTS7	114		ENSG00000143493;
INTS7	A0A087X1Q0	unreviewed	A0A087X1Q0_HUMAN	Integrator complex subunit 7	INTS7	42		ENSG00000143493;
MED16	Q9Y2X0	reviewed	MED16_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92)	MED16 DRIP92 THRAP5	877		ENSG00000175221;
MED16	A0A087WU12	unreviewed	A0A087WU12_HUMAN	Mediator complex subunit 16	MED16	79		ENSG00000175221;
MED16	A0A0J9YW49	unreviewed	A0A0J9YW49_HUMAN	Mediator complex subunit 16	MED16	371		
MED16	A0A0J9YXA0	unreviewed	A0A0J9YXA0_HUMAN	Mediator complex subunit 16	MED16	497		
MED16	A0A0J9YXE6	unreviewed	A0A0J9YXE6_HUMAN	Mediator complex subunit 16	MED16	480		
MED16	A0A0J9YXE7	unreviewed	A0A0J9YXE7_HUMAN	Mediator complex subunit 16	MED16	45		
MED16	A0A0J9YXK9	unreviewed	A0A0J9YXK9_HUMAN	Mediator complex subunit 16	MED16	226		
MED16	A0A0J9YXL6	unreviewed	A0A0J9YXL6_HUMAN	Mediator complex subunit 16	MED16	283		
MED16	A0A0J9YY02	unreviewed	A0A0J9YY02_HUMAN	Mediator complex subunit 16	MED16	157		
MED16	A0A0J9YYC6	unreviewed	A0A0J9YYC6_HUMAN	Mediator complex subunit 16	MED16	461		
MED16	B9TWZ5	unreviewed	B9TWZ5_HUMAN	Mediator complex subunit MED16 variant MED16_i2	MED16	169		
MED16	B9TWZ6	unreviewed	B9TWZ6_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	537		ENSG00000175221;
MED16	B9TWZ7	unreviewed	B9TWZ7_HUMAN	Mediator complex subunit MED16 variant MED16_i4	MED16	152		
MED16	B9TWZ8	unreviewed	B9TWZ8_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	460		
MED16	B9TWZ9	unreviewed	B9TWZ9_HUMAN	Mediator complex subunit MED16 variant MED16_i6	MED16	367		
MED16	B9TX00	unreviewed	B9TX00_HUMAN	Mediator complex subunit MED16 variant MED16_i7	MED16	365		
MED16	B9TX01	unreviewed	B9TX01_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	324		
MED16	B9TX02	unreviewed	B9TX02_HUMAN	Mediator complex subunit MED16 variant MED16_i9	MED16	184		
MED16	B9TX03	unreviewed	B9TX03_HUMAN	Mediator complex subunit 16 (Mediator complex subunit MED16 variant MED16_i10)	MED16	194		ENSG00000175221;
MED16	B9TX04	unreviewed	B9TX04_HUMAN	Mediator complex subunit MED16 variant MED16_i11	MED16	165		
MED16	B9TX05	unreviewed	B9TX05_HUMAN	Mediator complex subunit MED16 variant MED16_i12	MED16	408		
MED16	B9TX06	unreviewed	B9TX06_HUMAN	Mediator complex subunit MED16 variant MED16_i13	MED16	341		
MED16	B9TX07	unreviewed	B9TX07_HUMAN	Mediator complex subunit MED16 variant MED16_i14	MED16	97		
MED16	B9TX08	unreviewed	B9TX08_HUMAN	Mediator complex subunit MED16 variant MED16_i15	MED16	52		
MED16	B9TX09	unreviewed	B9TX09_HUMAN	Mediator complex subunit MED16 variant MED16_i16	MED16	78		
MED16	B9TX10	unreviewed	B9TX10_HUMAN	Mediator complex subunit MED16 variant MED16_i17	MED16	11		
MED16	B9TX11	unreviewed	B9TX11_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	219		ENSG00000175221;
MED16	B9TX12	unreviewed	B9TX12_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	218		ENSG00000175221;
MED16	B9TX13	unreviewed	B9TX13_HUMAN	Mediator complex subunit MED16 variant MED16_i20	MED16	173		
MED16	B9TX14	unreviewed	B9TX14_HUMAN	Mediator complex subunit MED16 variant MED16_i21	MED16	194		
MED16	B9TX15	unreviewed	B9TX15_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	192		
MED16	B9TX16	unreviewed	B9TX16_HUMAN	Mediator complex subunit MED16 variant MED16_i23	MED16	159		
MED16	B9TX17	unreviewed	B9TX17_HUMAN	Mediator complex subunit MED16 variant MED16_i24	MED16	158		
MED16	B9TX18	unreviewed	B9TX18_HUMAN	Mediator complex subunit MED16 variant MED16_i25	MED16	151		
MED16	B9TX19	unreviewed	B9TX19_HUMAN	Mediator complex subunit MED16 variant MED16_i26	MED16	151		
MED16	B9TX20	unreviewed	B9TX20_HUMAN	Mediator complex subunit MED16 variant MED16_i27	MED16	147		
MED16	B9TX21	unreviewed	B9TX21_HUMAN	Mediator complex subunit MED16 variant MED16_i28	MED16	135		ENSG00000175221;
MED16	B9TX22	unreviewed	B9TX22_HUMAN	Mediator complex subunit MED16 variant MED16_i29	MED16	123		
MED16	B9TX23	unreviewed	B9TX23_HUMAN	Mediator complex subunit MED16 variant MED16_i30	MED16	117		
MED16	B9TX24	unreviewed	B9TX24_HUMAN	Mediator complex subunit MED16 variant MED16_i31	MED16	71		
MED16	B9TX25	unreviewed	B9TX25_HUMAN	Mediator complex subunit MED16 variant MED16_i32	MED16	69		
MED16	B9TX26	unreviewed	B9TX26_HUMAN	Mediator complex subunit MED16 variant MED16_i33	MED16	63		
MED16	B9TX27	unreviewed	B9TX27_HUMAN	Mediator complex subunit MED16 variant MED16_i34	MED16	38		
MED16	B9TX28	unreviewed	B9TX28_HUMAN	Mediator complex subunit MED16 variant MED16_i35	MED16	37		
MED16	K7EKS6	unreviewed	K7EKS6_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	462		ENSG00000175221;
MED16	K7EKX2	unreviewed	K7EKX2_HUMAN	Mediator complex subunit 16	MED16	74		ENSG00000175221;
MED16	K7EKX6	unreviewed	K7EKX6_HUMAN	Mediator complex subunit 16	MED16	49		ENSG00000175221;
MED16	U3KQ43	unreviewed	U3KQ43_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	663		ENSG00000175221;
MED16	U3KQB4	unreviewed	U3KQB4_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16	505		ENSG00000175221;
MED25	Q71SY5	reviewed	MED25_HUMAN	Mediator of RNA polymerase II transcription subunit 25 (Activator interaction domain-containing protein 1) (Activator-recruited cofactor 92 kDa component) (ARC92) (Mediator complex subunit 25) (p78)	MED25 ACID1 ARC92 PTOV2 TCBAP0758	747	TISSUE SPECIFICITY: Ubiquitously expressed. Highest levels in brain, heart, kidney, peripheral leukocytes, placenta, skeletal muscle and spleen. {ECO:0000269|PubMed:14657022, ECO:0000269|PubMed:14983011}.	ENSG00000104973;
MED25	Q9NWA0	reviewed	MED9_HUMAN	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)	MED9 MED25	146		ENSG00000141026;
MED25	B9TX29	unreviewed	B9TX29_HUMAN	Mediator complex subunit MED25 variant MED25_i2	MED25	116		
MED25	B9TX31	unreviewed	B9TX31_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	482		
MED25	B9TX32	unreviewed	B9TX32_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	396		
MED25	B9TX33	unreviewed	B9TX33_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	397		
MED25	B9TX34	unreviewed	B9TX34_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	264		
MED25	B9TX35	unreviewed	B9TX35_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	253		
MED25	B9TX36	unreviewed	B9TX36_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	260		
MED25	B9TX37	unreviewed	B9TX37_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	233		
MED25	B9TX38	unreviewed	B9TX38_HUMAN	Mediator complex subunit MED25 variant MED25_i11	MED25	219		
MED25	B9TX39	unreviewed	B9TX39_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	188		
MED25	B9TX40	unreviewed	B9TX40_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	180		
MED25	B9TX41	unreviewed	B9TX41_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	177		
MED25	B9TX42	unreviewed	B9TX42_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	168		
MED25	B9TX43	unreviewed	B9TX43_HUMAN	Mediator complex subunit MED25 variant MED25_i16	MED25	147		
MED25	B9TX44	unreviewed	B9TX44_HUMAN	Mediator complex subunit MED25 variant MED25_i17	MED25	131		
MED25	B9TX45	unreviewed	B9TX45_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	100		
MED25	B9TX46	unreviewed	B9TX46_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	88		
MED25	B9TX47	unreviewed	B9TX47_HUMAN	Mediator complex subunit MED25 variant MED25_i20	MED25	79		
MED25	B9TX48	unreviewed	B9TX48_HUMAN	Mediator complex subunit MED25 variant MED25_i21	MED25	77		
MED25	M0QYR4	unreviewed	M0QYR4_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	253		ENSG00000104973;
MED25	M0QZQ2	unreviewed	M0QZQ2_HUMAN	Mediator of RNA polymerase II transcription subunit 25	MED25	796		ENSG00000104973;
PCNA	P12004	reviewed	PCNA_HUMAN	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	261		ENSG00000132646;
PCNA	Q6FHF5	unreviewed	Q6FHF5_HUMAN	Proliferating cell nuclear antigen	PCNA	261		
PCNA	Q6FI35	unreviewed	Q6FI35_HUMAN	Proliferating cell nuclear antigen	PCNA	261		
PCNA	Q7Z6A0	unreviewed	Q7Z6A0_HUMAN	Truncated proliferating cell nuclear antigen	PCNA	30		
PCNA	Q7Z6A1	unreviewed	Q7Z6A1_HUMAN	Proliferating cell nuclear antigen	PCNA	73		
PCNA	Q7Z6A2	unreviewed	Q7Z6A2_HUMAN	Proliferating cell nuclear antigen	PCNA	73		
PCNA	Q7Z6A3	unreviewed	Q7Z6A3_HUMAN	Proliferating cell nuclear antigen	PCNA	73		
RPA1	P27694	reviewed	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	616		ENSG00000132383;
RPA1	I3L2M5	unreviewed	I3L2M5_HUMAN	Replication protein A1	RPA1	153		ENSG00000132383;
RPA1	I3L4R8	unreviewed	I3L4R8_HUMAN	Replication factor A protein 1	RPA1	313		ENSG00000132383;
RPA1	I3L524	unreviewed	I3L524_HUMAN	Replication protein A1	RPA1	124		ENSG00000132383;
TAF13	Q15543	reviewed	TAF13_HUMAN	Transcription initiation factor TFIID subunit 13 (Transcription initiation factor TFIID 18 kDa subunit) (TAF(II)18) (TAFII-18) (TAFII18)	TAF13 TAF2K TAFII18	124		ENSG00000197780;
TAF13	A0A8I5KR19	unreviewed	A0A8I5KR19_HUMAN	TATA-box binding protein associated factor 13	TAF13	129		
TAF13	A0A8J9AJQ9	unreviewed	A0A8J9AJQ9_HUMAN	TATA-box binding protein associated factor 13	TAF13	86		
TAF13	Q0VA92	unreviewed	Q0VA92_HUMAN	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	TAF13	124		
TAF4	O00268	reviewed	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	1085		ENSG00000130699;
TAF4	A0A0G2JRY5	unreviewed	A0A0G2JRY5_HUMAN	TATA-box binding protein associated factor 4	TAF4	457		
TAF4	A0A8I5KRH3	unreviewed	A0A8I5KRH3_HUMAN	TATA-box binding protein associated factor 4	TAF4	323		
TAF4	A0A8I5KW49	unreviewed	A0A8I5KW49_HUMAN	TATA-box binding protein associated factor 4	TAF4	27		
TAF4	V9GY03	unreviewed	V9GY03_HUMAN	TATA-box binding protein associated factor 4	TAF4	79		ENSG00000130699;
TAF4	V9GY14	unreviewed	V9GY14_HUMAN	TATA-box binding protein associated factor 4	TAF4	215		ENSG00000130699;
TAF8	Q7Z7C8	reviewed	TAF8_HUMAN	Transcription initiation factor TFIID subunit 8 (Protein taube nuss) (TBP-associated factor 43 kDa) (TBP-associated factor 8) (Transcription initiation factor TFIID 43 kDa subunit) (TAFII-43) (TAFII43) (hTAFII43)	TAF8 TAFII43 TBN	310		ENSG00000137413;
TAF8	A0A0A0MRR3	unreviewed	A0A0A0MRR3_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	174		ENSG00000137413;
TAF8	A0A8I5KTT0	unreviewed	A0A8I5KTT0_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	256		
TAF8	A0A8I5KVM3	unreviewed	A0A8I5KVM3_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	318		
TAF8	A0A8I5KXI2	unreviewed	A0A8I5KXI2_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	213		
TAF8	A0A8I5QJI2	unreviewed	A0A8I5QJI2_HUMAN	TATA-box binding protein associated factor 8	TAF8	219		
TAF8	A0A8I5QL33	unreviewed	A0A8I5QL33_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	155		
TAF8	A0A8I5QL44	unreviewed	A0A8I5QL44_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	319		
TAF8	B4DZU5	unreviewed	B4DZU5_HUMAN	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	TAF8	234		ENSG00000137413;
CHD1	O14646	reviewed	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	CHD1	1710	TISSUE SPECIFICITY: Expressed in many tissues including in the brain, where the highest level of expression is found in the cerebellum and basal ganglia. {ECO:0000269|PubMed:28866611}.	ENSG00000153922;
CHD1	A0A087WVF4	unreviewed	A0A087WVF4_HUMAN	DNA helicase (EC 3.6.4.12)	CHD1	1798		ENSG00000153922;
CHD1	A0A994J7K7	unreviewed	A0A994J7K7_HUMAN	DNA helicase (EC 3.6.4.12)	CHD1	833		
CHD1	H0Y8V4	unreviewed	H0Y8V4_HUMAN	Chromodomain helicase DNA binding protein 1	CHD1	113		ENSG00000153922;
CHD1	H0Y8Z0	unreviewed	H0Y8Z0_HUMAN	Chromodomain helicase DNA binding protein 1	CHD1	22		ENSG00000153922;
CHD1	L8E9V9	unreviewed	L8E9V9_HUMAN	Alternative protein CHD1	CHD1	45		
CHD1	Q7Z4M7	unreviewed	Q7Z4M7_HUMAN	CHD1 protein	CHD1	207		
CHMP2A	O43633	reviewed	CHM2A_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)	CHMP2A BC2 CHMP2	222		ENSG00000130724;
CHMP2A	M0QXX8	unreviewed	M0QXX8_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	55		ENSG00000130724;
CHMP2A	M0R1L7	unreviewed	M0R1L7_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	159		ENSG00000130724;
CHMP2A	M0R1T5	unreviewed	M0R1T5_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	265		ENSG00000130724;
INTS10	Q9NVR2	reviewed	INT10_HUMAN	Integrator complex subunit 10 (Int10)	INTS10 C8orf35	710		ENSG00000104613;
INTS10	E5RHN1	unreviewed	E5RHN1_HUMAN	Integrator complex subunit 10	INTS10	65		ENSG00000104613;
INTS10	E5RJN5	unreviewed	E5RJN5_HUMAN	Integrator complex subunit 10	INTS10	66		ENSG00000104613;
INTS10	H0YAU7	unreviewed	H0YAU7_HUMAN	Integrator complex subunit 10	INTS10	54		ENSG00000104613;
INTS10	H0YAY7	unreviewed	H0YAY7_HUMAN	Integrator complex subunit 10	INTS10	29		ENSG00000104613;
INTS10	H0YB36	unreviewed	H0YB36_HUMAN	Integrator complex subunit 10	INTS10	173		ENSG00000104613;
INTS10	H0YB48	unreviewed	H0YB48_HUMAN	Integrator complex subunit 10	INTS10	41		ENSG00000104613;
INTS10	H0YBB0	unreviewed	H0YBB0_HUMAN	Integrator complex subunit 10	INTS10	103		ENSG00000104613;
INTS10	H0YBH6	unreviewed	H0YBH6_HUMAN	Integrator complex subunit 10	INTS10	153		ENSG00000104613;
INTS10	H0YBW3	unreviewed	H0YBW3_HUMAN	Integrator complex subunit 10	INTS10	235		ENSG00000104613;
INTS10	H0YC09	unreviewed	H0YC09_HUMAN	Integrator complex subunit 10	INTS10	49		ENSG00000104613;
INTS3	Q68E01	reviewed	INT3_HUMAN	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)	INTS3 C1orf193 C1orf60	1043		ENSG00000143624;
INTS3	A0A096LNW8	unreviewed	A0A096LNW8_HUMAN	Integrator complex subunit 3	INTS3	280		ENSG00000143624;
INTS3	A0A096LPB9	unreviewed	A0A096LPB9_HUMAN	Integrator complex subunit 3	INTS3	41		ENSG00000143624;
INTS3	H0Y8Z1	unreviewed	H0Y8Z1_HUMAN	Integrator complex subunit 3	INTS3	49		ENSG00000143624;
NELFA	Q9H3P2	reviewed	NELFA_HUMAN	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	528	TISSUE SPECIFICITY: Ubiquitous. Expressed in heart, brain, placenta, liver, skeletal muscle, kidney and pancreas. Expressed at lower level in adult lung. Expressed in fetal brain, lung, liver and kidney. {ECO:0000269|PubMed:10409432, ECO:0000269|PubMed:11150502, ECO:0000269|PubMed:12612062}.	ENSG00000185049;
NELFA	A0A0C4DFX9	unreviewed	A0A0C4DFX9_HUMAN	Negative elongation factor complex member A	NELFA	539		ENSG00000185049;
NELFA	C9JEM7	unreviewed	C9JEM7_HUMAN	Negative elongation factor complex member A	NELFA	208		ENSG00000185049;
NELFA	C9JHL4	unreviewed	C9JHL4_HUMAN	Negative elongation factor complex member A	NELFA	283		ENSG00000185049;
NELFA	F8W954	unreviewed	F8W954_HUMAN	Negative elongation factor complex member A	NELFA	86		ENSG00000185049;
NELFA	F8WF98	unreviewed	F8WF98_HUMAN	Negative elongation factor complex member A	NELFA	102		ENSG00000185049;
NELFA	H0Y3X6	unreviewed	H0Y3X6_HUMAN	Negative elongation factor complex member A	NELFA	532		ENSG00000185049;
NELFA	H7C0W2	unreviewed	H7C0W2_HUMAN	Negative elongation factor complex member A	NELFA	187		ENSG00000185049;
NELFA	H7C2C7	unreviewed	H7C2C7_HUMAN	Negative elongation factor complex member A	NELFA	246		ENSG00000185049;
NELFA	H7C2M8	unreviewed	H7C2M8_HUMAN	Negative elongation factor complex member A	NELFA	125		ENSG00000185049;
