From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Motif	Protein families	Compositional bias	Sequence similarities	Bgee	ExpressionAtlas
ENSG00000112561	B0QYS6	unreviewed	B0QYS6_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	490			MiT/TFE family	COMPBIAS 36..64; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 383..403; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 466..483; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B0QYS6; baseline and differential.";
ENSG00000112561	B0QYS7	unreviewed	B0QYS7_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	562			MiT/TFE family	COMPBIAS 217..231; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 455..475; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 538..555; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B0QYS7; baseline and differential.";
ENSG00000112561	B1AKA9	unreviewed	B1AKA9_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	71				COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B1AKA9; baseline and differential.";
ENSG00000112561	B1AKB1	unreviewed	B1AKB1_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	222				COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B1AKB1; baseline and differential.";
ENSG00000112561	B1AKB2	unreviewed	B1AKB2_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	244				COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 219..244; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B1AKB2; baseline and differential.";
ENSG00000112561	B1AKB4	unreviewed	B1AKB4_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	268			MiT/TFE family	COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	
ENSG00000112561	B1AKB5	unreviewed	B1AKB5_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	334			MiT/TFE family	COMPBIAS 227..247; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 310..327; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"B1AKB5; baseline and differential.";
ENSG00000112561	Q709A9	unreviewed	Q709A9_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	79				COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"Q709A9; baseline and differential.";
ENSG00000105967	O14948	reviewed	TFEC_HUMAN	Transcription factor EC (TFE-C) (Class E basic helix-loop-helix protein 34) (bHLHe34) (Transcription factor EC-like) (hTFEC-L)	TFEC BHLHE34 TCFEC TFECL	Homo sapiens (Human)	347	TISSUE SPECIFICITY: Expressed moderately in spleen, kidney, bone marrow, small intestine and leukocytes. Expressed weakly in testis, trachea and colon. {ECO:0000269|PubMed:11467950, ECO:0000269|PubMed:15118077}.		MiT/TFE family	COMPBIAS 319..335; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000305}.	"ENSG00000105967; Expressed in monocyte and 129 other cell types or tissues.";	"O14948; baseline and differential.";
ENSG00000105967	B7Z757	unreviewed	B7Z757_HUMAN	Transcription factor EC	TFEC	Homo sapiens (Human)	316			MiT/TFE family		SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000105967; Expressed in monocyte and 129 other cell types or tissues.";	
ENSG00000122691	Q15672	reviewed	TWST1_HUMAN	Twist-related protein 1 (Class A basic helix-loop-helix protein 38) (bHLHa38) (H-twist)	TWIST1 BHLHA38 TWIST	Homo sapiens (Human)	202	TISSUE SPECIFICITY: Subset of mesodermal cells.			COMPBIAS 1..17; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000122691; Expressed in periodontal ligament and 163 other cell types or tissues.";	"Q15672; baseline and differential.";
ENSG00000122691	H7BY00	unreviewed	H7BY00_HUMAN	Twist-related protein 1	TWIST1	Homo sapiens (Human)	135				COMPBIAS 27..42; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000122691; Expressed in periodontal ligament and 163 other cell types or tissues.";	"H7BY00; baseline and differential.";
ENSG00000122691	H7C4D7	unreviewed	H7C4D7_HUMAN	Twist-related protein 1	TWIST1	Homo sapiens (Human)	70						"ENSG00000122691; Expressed in periodontal ligament and 163 other cell types or tissues.";	"H7C4D7; baseline and differential.";
ENSG00000233608	Q8WVJ9	reviewed	TWST2_HUMAN	Twist-related protein 2 (Class A basic helix-loop-helix protein 39) (bHLHa39) (Dermis-expressed protein 1) (Dermo-1)	TWIST2 BHLHA39 DERMO1	Homo sapiens (Human)	160	TISSUE SPECIFICITY: In the embryo, highly expressed in chondrogenic cells. In embryonic skin, expressed in the undifferentiated mesenchymal layer beneath the epidermis which later develops into the dermis. Expressed in early myeloid cells but not in lymphoid cells in the liver. Expression also detected in the secretory ependymal epithelium of the choroid plexus primordium. In the adult, expressed in secreting glandular tissues and tubules. {ECO:0000269|PubMed:11062344}.					"ENSG00000233608; Expressed in stromal cell of endometrium and 92 other cell types or tissues.";	"Q8WVJ9; baseline and differential.";
ENSG00000158773	P22415	reviewed	USF1_HUMAN	Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1)	USF1 BHLHB11 USF	Homo sapiens (Human)	310				COMPBIAS 190..209; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	"P22415; baseline and differential.";
ENSG00000158773	B1AQP1	unreviewed	B1AQP1_HUMAN	Upstream stimulatory factor 1	USF1 hCG_20846	Homo sapiens (Human)	282				COMPBIAS 162..181; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	
ENSG00000158773	E9PJ52	unreviewed	E9PJ52_HUMAN	Upstream transcription factor 1	USF1	Homo sapiens (Human)	48						"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	
ENSG00000158773	E9PME6	unreviewed	E9PME6_HUMAN	Upstream stimulatory factor 1	USF1	Homo sapiens (Human)	217				COMPBIAS 129..149; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	"E9PME6; baseline and differential.";
ENSG00000158773	E9PQA2	unreviewed	E9PQA2_HUMAN	Upstream transcription factor 1	USF1	Homo sapiens (Human)	105						"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	"E9PQA2; baseline and differential.";
ENSG00000158773	H0YD59	unreviewed	H0YD59_HUMAN	Upstream stimulatory factor 1	USF1	Homo sapiens (Human)	165				COMPBIAS 57..76; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000158773; Expressed in granulocyte and 94 other cell types or tissues.";	"H0YD59; baseline and differential.";
ENSG00000105698	Q15853	reviewed	USF2_HUMAN	Upstream stimulatory factor 2 (Class B basic helix-loop-helix protein 12) (bHLHb12) (FOS-interacting protein) (FIP) (Major late transcription factor 2) (Upstream transcription factor 2)	USF2 BHLHB12	Homo sapiens (Human)	346	TISSUE SPECIFICITY: Ubiquitous.			COMPBIAS 226..244; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"Q15853; baseline and differential.";
ENSG00000105698	B4DLJ1	unreviewed	B4DLJ1_HUMAN	Upstream transcription factor 2, c-fos interacting (cDNA FLJ60670, highly similar to Upstream stimulatory factor 2)	USF2	Homo sapiens (Human)	349				COMPBIAS 224..242; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	
ENSG00000105698	M0QXT0	unreviewed	M0QXT0_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	253				COMPBIAS 82..100; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"M0QXT0; baseline and differential.";
ENSG00000105698	M0QY46	unreviewed	M0QY46_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	170						"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"M0QY46; baseline and differential.";
ENSG00000105698	M0QYU7	unreviewed	M0QYU7_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	149						"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"M0QYU7; baseline and differential.";
ENSG00000105698	M0QZ39	unreviewed	M0QZ39_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	86				COMPBIAS 68..86; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"M0QZ39; baseline and differential.";
ENSG00000105698	M0R1C6	unreviewed	M0R1C6_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	143				COMPBIAS 104..122; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"M0R1C6; baseline and differential.";
ENSG00000105698	V9GYR5	unreviewed	V9GYR5_HUMAN	Upstream transcription factor 2, c-fos interacting	USF2	Homo sapiens (Human)	112				COMPBIAS 92..106; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000105698; Expressed in right hemisphere of cerebellum and 209 other cell types or tissues.";	"V9GYR5; baseline and differential.";
ENSG00000176542	Q68DE3	reviewed	USF3_HUMAN	Basic helix-loop-helix domain-containing protein USF3 (Upstream transcription factor 3)	USF3 KIAA2018	Homo sapiens (Human)	2245				COMPBIAS 1..15; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 272..287; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 910..928; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1181..1204; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1216..1238; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1460..1483; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1497..1543; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1554..1624; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1636..1654; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1795..1815; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1834..1858; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1891..1938; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1962..2011; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000176542; Expressed in kidney epithelium and 192 other cell types or tissues.";	"Q68DE3; baseline and differential.";
ENSG00000176542	C9JBW0	unreviewed	C9JBW0_HUMAN	Upstream transcription factor family member 3	USF3	Homo sapiens (Human)	88				COMPBIAS 1..15; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 16..34; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000176542; Expressed in kidney epithelium and 192 other cell types or tissues.";	"C9JBW0; baseline and differential.";
ENSG00000143157	Q9P215	reviewed	POGK_HUMAN	Pogo transposable element with KRAB domain	POGK KIAA1513 LST003 SLTP003	Homo sapiens (Human)	609				COMPBIAS 592..609; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000143157; Expressed in Brodmann (1909) area 46 and 202 other cell types or tissues.";	"Q9P215; baseline and differential.";
ENSG00000143157	Q5TIJ2	unreviewed	Q5TIJ2_HUMAN	Pogo transposable element derived with KRAB domain	POGK	Homo sapiens (Human)	209						"ENSG00000143157; Expressed in Brodmann (1909) area 46 and 202 other cell types or tissues.";	"Q5TIJ2; baseline and differential.";
ENSG00000267281	K7ELQ4	unreviewed	K7ELQ4_HUMAN	ATF7-NPFF readthrough	ATF7-NPFF	Homo sapiens (Human)	463			BZIP family	COMPBIAS 322..345; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. {ECO:0000256|PIRNR:PIRNR003153}.	"ENSG00000267281; Expressed in cerebellar hemisphere and 90 other cell types or tissues.";	
ENSG00000123268	P18846	reviewed	ATF1_HUMAN	Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1) (Protein TREB36)	ATF1	Homo sapiens (Human)	271			BZIP family, ATF subfamily	COMPBIAS 8..52; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. ATF subfamily. {ECO:0000305}.	"ENSG00000123268; Expressed in germinal epithelium of ovary and 207 other cell types or tissues.";	"P18846; baseline and differential.";
ENSG00000123268	F8VRN2	unreviewed	F8VRN2_HUMAN	Activating transcription factor 1	ATF1	Homo sapiens (Human)	77				COMPBIAS 8..23; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000123268; Expressed in germinal epithelium of ovary and 207 other cell types or tissues.";	"F8VRN2; baseline and differential.";
ENSG00000123268	F8VS03	unreviewed	F8VS03_HUMAN	Activating transcription factor 1	ATF1	Homo sapiens (Human)	170				COMPBIAS 8..52; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 63..82; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000123268; Expressed in germinal epithelium of ovary and 207 other cell types or tissues.";	"F8VS03; baseline and differential.";
ENSG00000123268	F8VYE5	unreviewed	F8VYE5_HUMAN	Activating transcription factor 1	ATF1	Homo sapiens (Human)	55						"ENSG00000123268; Expressed in germinal epithelium of ovary and 207 other cell types or tissues.";	"F8VYE5; baseline and differential.";
ENSG00000123268	F8VYN3	unreviewed	F8VYN3_HUMAN	Activating transcription factor 1	ATF1	Homo sapiens (Human)	200				COMPBIAS 8..52; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 63..82; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000123268; Expressed in germinal epithelium of ovary and 207 other cell types or tissues.";	"F8VYN3; baseline and differential.";
ENSG00000115966	P15336	reviewed	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1)	ATF2 CREB2 CREBP1	Homo sapiens (Human)	505	TISSUE SPECIFICITY: Ubiquitously expressed, with more abundant expression in the brain.	MOTIF 1..7; /note="Nuclear export signal 1 (N-NES)"; MOTIF 405..414; /note="Nuclear export signal 2 (C-NES)"	BZIP family, ATF subfamily	COMPBIAS 300..342; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 343..366; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 442..472; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. ATF subfamily. {ECO:0000305}.	"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	"P15336; baseline and differential.";
ENSG00000115966	B8ZZU6	unreviewed	B8ZZU6_HUMAN	Cyclic AMP-dependent transcription factor ATF-2	ATF2	Homo sapiens (Human)	389			BZIP family	COMPBIAS 184..226; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 227..250; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 326..389; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. {ECO:0000256|PIRNR:PIRNR003153}.	"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	"B8ZZU6; baseline and differential.";
ENSG00000115966	C9JCI8	unreviewed	C9JCI8_HUMAN	Activating transcription factor 2	ATF2	Homo sapiens (Human)	189						"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	"C9JCI8; baseline and differential.";
ENSG00000115966	E9PBF9	unreviewed	E9PBF9_HUMAN	Cyclic AMP-dependent transcription factor ATF-2	ATF2	Homo sapiens (Human)	395			BZIP family	COMPBIAS 300..342; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 343..366; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. {ECO:0000256|PIRNR:PIRNR003153}.	"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	
ENSG00000115966	E9PEK8	unreviewed	E9PEK8_HUMAN	Activating transcription factor 2	ATF2	Homo sapiens (Human)	237						"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	"E9PEK8; baseline and differential.";
ENSG00000115966	F2Z2K2	unreviewed	F2Z2K2_HUMAN	Activating transcription factor 2	ATF2	Homo sapiens (Human)	43						"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	
ENSG00000115966	H7C2N6	unreviewed	H7C2N6_HUMAN	Activating transcription factor 2	ATF2	Homo sapiens (Human)	265				COMPBIAS 137..171; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 172..193; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000115966; Expressed in endothelial cell and 212 other cell types or tissues.";	"H7C2N6; baseline and differential.";
ENSG00000162772	P18847	reviewed	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3	Homo sapiens (Human)	181			BZIP family, ATF subfamily		SIMILARITY: Belongs to the bZIP family. ATF subfamily. {ECO:0000305}.	"ENSG00000162772; Expressed in vena cava and 201 other cell types or tissues.";	"P18847; baseline and differential.";
ENSG00000162772	A0A0A0MRJ2	unreviewed	A0A0A0MRJ2_HUMAN	Activating transcription factor 3	ATF3	Homo sapiens (Human)	153						"ENSG00000162772; Expressed in vena cava and 201 other cell types or tissues.";	"A0A0A0MRJ2; baseline and differential.";
ENSG00000162772	Q5VTZ4	unreviewed	Q5VTZ4_HUMAN	Activating transcription factor 3	ATF3	Homo sapiens (Human)	175						"ENSG00000162772; Expressed in vena cava and 201 other cell types or tissues.";	"Q5VTZ4; baseline and differential.";
ENSG00000128272	P18848	reviewed	ATF4_HUMAN	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (Tax-responsive enhancer element-binding protein 67) (TaxREB67)	ATF4 CREB2 TXREB	Homo sapiens (Human)	351		MOTIF 215..224; /note="BetaTrCP degron motif"; /evidence="ECO:0000269|PubMed:11238952"	BZIP family	COMPBIAS 217..245; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the bZIP family. {ECO:0000305}.	"ENSG00000128272; Expressed in muscle layer of sigmoid colon and 98 other cell types or tissues.";	"P18848; baseline and differential.";
